EventId,EventTemplate,Occurrences
c9accbd4,"PBRequester failed with Error Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",66
ed6f2f08,"NETWORK: no response from server, reachability, <*> queryRetries, <*>",91
2538ad1e,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Network is down,210
d30eed8e,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Network is unreachable,14
e2eede32,AutoSubmitPreference is <*>,23
6e9bbdee,[<*>] [Refusing to parse response to PROPPATCH because of content-type: [<*>; charset=<*>].],265
c38bbb56,CCProfileMonitor::profileCallback Entered token:<*>,54
baac63ed,CCProfileMonitor::setStreamEventHandler,54
ee8ee29b,CCXPCService::setStreamEventHandler Registered for notification callback.,54
18cc0616,"wifi scan failed with error: Error Domain=<*> Code=-<*> ""(null)""",5
7b3c2a9e,-> DNSServiceQueryRecord <*>.in-addr.arpa. (PTR) PID[<*>](),5
2541a177,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=<*> ""Account identity not set"" UserInfo={NSDescription=<*> identity not set}",446
fe0771c3,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,2304
67c0e8ce,<*>) deny network-outbound <*>,1245
0606ffbf,dnssd_clientstub ConnectToServer: connect() failed path:<*> Socket:<*> Err:-<*> Errno:<*> Operation not permitted,768
b513fdb4,Sandbox: <*>) deny(<*>) network-outbound <*>,1659
75353338,Unrecognized attribute value: t:AbchPersonItemType,355
21f8b571,-[SOAPParser:<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),355
1e4dca52,ARPT: <*>: ARPT: Wake Reason: Wake on Scan offload; Disconnect reason: Class <*> frame received from nonassociated STA,27
d58776a6,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>,270
bfcb536c,"PBRequester failed with Error Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}",3
8fac5e64,(DiskStore.Normal:<*>) <*>,31
af56cadc,Stream <*> is sending an event before being opened,108
81f0cac6,Wake reason: <*> (<*>),319
61b9f854,RTC: Maintenance <*> sleep <*>,251
4557855f,"arp_client_transmit(en0) failed, Network is down (<*>)",9
1cbc1416,"DHCP en0: ARP detect gateway failed, arp_client_transmit(en0) failed, Network is down (<*>)",2
cbe9933d,"DHCP en0: ARP detect ROUTER failed, arp_client_transmit(en0) failed, Network is down (<*>)",2
d08a54ae,[bootp_transmit.c:<*>] bootp_transmit(): bpf_write(en0) failed: Network is down (<*>),3
c3d5c79d,DHCP en0: INIT-REBOOT transmit failed,2
a934ac77,DHCP en0: INIT transmit failed,1
b5f77bf3,full wake promotion (reason <*>) <*>,15
b39d6973,full wake request (reason <*>) <*>,46
ed748a78,Telling CSI to exit low power.,91
3d5499b2,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,1668
639bd307,CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake,117
7eeb5e19,handle_will_sleep_auth_and_shield_windows: Reordering authw <*>) (lock state: <*>),26
b3c5624c,handle_will_sleep_auth_and_shield_windows: err <*>,26
51c2af8e,<*> : Starting AirDrop server for user <*> on wake,91
cc50f92a,<*> : Scanning mode Contacts Only,201
5faf7ee1,button report: <*>,633
7bb233c9,Couldn't find a requirement string for masquerading client <*>,19
2691913f,AIDA Notification plugin running,50
94286c77,Checking iCDP status for DSID <*> (checkWithServer=<*>),35
92446703,"XPC Error while checking if iCDP is enabled for DSID <*>: Error Domain=<*> Code=<*> ""The connection to service named <*> was invalidated."" UserInfo={NSDebugDescription=<*> connection to service named <*> was invalidated.}",35
98709a6a,Daemon connection invalidated!,35
37c8aee1,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",92
ae4a3df0,Sandbox: SpotlightNetHelp(<*>) deny(<*>) ipc-posix-shm-read-data CFPBS:<*>:,86
c42e3ac8,Sandbox: SpotlightNetHelp(<*>) deny(<*>) file-read-data <*> Layouts,1
e53caf5a,Sandbox: SpotlightNetHelp(<*>) deny(<*>) file-read-data <*> Methods,1
0fee16a1,CGSConnectionByID: <*> is not a valid connection ID.,31
b3e56a94,SpotlightNetHelp(<*>) deny ipc-posix-shm-read-data CFPBS:<*>:,6
aa548bc8,enabling pid=<*> for plug-in <*>) <*>,84
9f01b13d,Endpoint has been activated through legacy launch(<*>) APIs. Please switch to XPC or bootstrap_check_in(): <*>,59
dcbf6024,Session <*> created,18
77060106,"securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=<*> Code=-<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=<*> missing class name}",244
0c8c054e,"SecOSStatusWith error:[-<*>] Error Domain=<*> Code=-<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=<*> missing class name}",244
191779f3,"ignored is_io_service_close(<*>,IOHIDParamUserClient)",28
ecd4361a,Error in CoreDragRemoveTrackingHandler: -<*>,65
67c90d2c,Error in CoreDragRemoveReceiveHandler: -<*>,65
24508ac9,plugin <*> invalidated,75
e60c49e6,host connection <NSXPCConnection: <*> connection from pid <*> invalidated,82
4cedf359,Unable to simultaneously satisfy constraints:,273
ac18d0cb,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,46
9e851254,"Path not allowed in target domain: type = <*> path = <*> error = <*>: The specified service did not ship in the requestor's bundle, origin = <*>",925
7e4b7603,KeychainGetICDPStatus: keychain: -<*>,664
7a123c93,KeychainGetICDPStatus: status: off,664
3a577905,<*> : Started generating hashes,10
d1aae7f1,<*> : Finished generating hashes,10
504bf88f,<*> : Adding my hashes manually,10
c4f4607f,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>,151
881def9f,CFNetwork SSLHandshake failed (-<*>),89
d32e1f22,Failed to stop a scan - central is not powered on: <*>,102
75242660,Failed to start a scan - central is not powered on: <*>,8
e222ea9b,<*> AM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,11
67f30936,<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,29
dfcdcbbe,Peripheral manager is not powered on,147
e8fc3aab,Central manager is not powered on,35
cbefd27b,<*> | I | VoipWrapper | DAVEngineImpl.cpp:<*>:Close | close video chat. llFriendUIN = <*>.,247
6d94b741,"device_generate_desktop_screenshot: authw <*>), shield <*>)",117
8f2c710e,"device_generate_lock_screen_screenshot: authw <*>)[<*>, <*> <*>] shield <*>), dev [<*>]",117
5ede7912,no sleep images for WillPowerOffWithImages,36
2ec8805f,Service <*> tried to hijack endpoint <*> from owner: <*>,44
afd6fc1f,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces.",54
d8c74e8c,kern_open_file_for_direct_io(<*>),137
07eff793,kern_open_file_for_direct_io took <*>,137
330fd332,Opened file <*> size <*> extents <*> maxio <*> ssd <*>,137
c1845bde,polled file major <*> minor <*> blocksize <*> pollers <*>,137
1899bd39,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp setupLoggerOutput] Agent settings: <KSAgentSettings:<*> bundleID=<*> lastCheck=<*> +<*> checkInterval=<*> uiDisplayInterval=<*> sleepInterval=<*> jitterInterval=<*> maxRunInterval=<*> isConsoleUser=<*> ticketStorePath=<*> runMode=<*> daemonUpdateEngineBrokerServiceName=<*> daemonAdministrationServiceName=<*> logEverything=<*> logBufferSize=<*> alwaysPromptForUpdates=<*> productIDToUpdate=(null) lastUIDisplayed=(null) alwaysShowStatusItem=<*> updateCheckTag=(null) printResults=<*> userInitiated=<*>,46
65e9181e,"no application identifier provided, can't use provisioning profiles [pid=<*>]",43
d13916c1,<*> : BTLE discovered device with hash <*>,13
4b4ea3a5,-[ABAddressBook save] failed. (<ABAddressBook: <*>),31
b760f25d,<IMMacNotificationCenterManager: <*>: notification observer: <*> notification: __CFNotification <*> {name = <*>},147
8e685744,<IMMacNotificationCenterManager: <*>: NC Disabled: NO,147
c535438a,<*> : Purged contact hashes,106
4279d8f0,<*> : Discoverable mode changed to Off,103
1e78fa61,<*> : BTLE scanning stopped,113
8e8e3fbe,<*> : BTLE scanning started,112
4956bd4e,magsafeStateChanged state changed old <*> new <*>,13
40591e07,Sandbox: storeaccountd(<*>) deny(<*>) file-write-create <*>,9
74f92044,storeaccountd(<*>) deny file-write-create <*>,11
661c0753,<INFO> RQD: create user info for daily using,5
fc65e1b3,<WORKFLOW>: sdk send an request to server[<*>] with <*> and data[<*>] for <*> <*>],24
066d4a12,<INFO> RQD: UserInfoUploadHandler success finish request with <*> records,5
6d735bb0,<INFO> RQD: UserInfoUploadHandler clean <*> records,5
3f43f986,<INFO> RQD: Persist userinfo data with count <*>,5
f9fde445,"IOPMrootDomain: idle cancel, state <*>",107
b6d5e1fe,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*>,",57
93effc93,hibernate image path: <*>,57
b6db81a8,efi pagecount <*>,57
4784fd36,hibernate_page_list_setall(preflight <*>) start,114
5071d671,hibernate_page_list_setall time: <*>,114
e6b0c130,pages <*> wire <*> act <*> inact <*> cleaned <*> spec <*> zf <*> throt <*> compr <*> xpmapped <*>,114
196e100f,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,57
98fd98f0,did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,57
8efa77b8,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,114
ffb952d5,hibernate_page_list_setall preflight pageCount <*> est comp <*> setfile <*> min <*>,57
84c12fd5,vm_compressor_flush - starting,57
02c53fa6,<*> completed - took <*> msecs,120
c158ae63,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,57
b7b2163a,hibernate_alloc_pages act <*> inact <*> anon <*> throt <*> spec <*> wire <*> wireinit <*>,57
3d07964b,hibernate_setup(<*>) took <*>,57
8aff1fc7,hibernate_teardown started,57
f356f9c1,hibernate_rebuild started,57
dbfad0e6,hibernate_teardown: wired_pages <*> free_pages <*> active_pages <*> inactive_pages <*> speculative_pages <*> cleaned_pages <*> compressor_pages <*>,57
f2b041a7,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,57
e851fa32,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,57
0e7af674,hibernate_teardown: mark_as_unneeded_pages <*> <*>,57
de24e21c,hibernate_teardown completed - discarded <*>,57
038257e5,hibernate_page_list_setall found pageCount <*>,57
96cfadd9,"IOHibernatePollerOpen, ml_get_interrupts_enabled <*>",57
2bdd5b48,IOHibernatePollerOpen(<*>),57
ff78fc35,encryptStart <*>,57
ecf30ef9,bitmap_size <*> previewSize <*> writing <*> pages @ <*>,57
602fd058,"booter start at <*> smc <*> [<*>, <*> <*>] total <*> dsply <*> tramp <*>",57
05c58d19,hibernate_machine_init: state <*> image pages <*> sum was <*> imageSize <*> image1Size <*> conflictCount <*> nextFree <*>,57
24e51666,"hibernate_newruntime_map time: <*> IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>",57
5806fe2c,IOPolledFilePollersOpen(<*>) <*>,57
164db6d5,hibernate_machine_init reading,57
e15c7d76,PMStats: Hibernate read took <*>,57
02a26169,hibernate_machine_init pagesDone <*> sum2 <*> time: <*> disk(<*>) <*> comp bytes: <*> time: <*> crypt bytes: <*> time: <*>,57
c33b47fd,[HID] [MT] <*> entered,228
c26f8a37,AppleActuatorHIDEventDriver: message service is terminated,57
0b29f176,<*> Entered,228
a041eae4,AppleActuatorHIDEventDriver: stop,57
f81e9894,Host controller terminated,57
aaf79c0c,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,114
23320c25,[BluetoothHIDDeviceController] EventServiceConnectedCallback,114
62a029a2,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,114
773e06a3,BuildActDeviceEntry enter,57
d960bc67,BuildActDeviceEntry exit,57
dc3856c1,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,57
b5ad5ebc,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out poweredoff notification key,57
0c1adb93,Error: [AppleBluetoothHIDDeviceGen2][_setEventService:]Couldn't copy BD_ADDR,114
404af4a7,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,57
02855caa,"CFPasteboardCopyDataReturn __CFPasteboardCopyData(CFPasteboardRef, CFIndex, CFIndex, CFStringRef, Boolean, Boolean) : Lock timeout",32
e625004b,"int32_t CFPasteboardSetData(CFPasteboardRef, CFIndex, CFIndex, CFStringRef, CFDataRef, CFOptionFlags) : Lock timeout",4
153058c1,CFPasteboardBeginGenerationReturn CFPasteboardBeginGeneration(CFPasteboardRef) : Lock timeout,13
1e98a618,IOBluetoothUSBDFU::probe,57
34f6cd94,IOBluetoothUSBDFU::probe avoid Bluetooth automatic firmware update because USB Bluetooth active,57
ae87f6b2,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = <*> -- <*> ****,57
814e9471,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,57
c967316d,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>,57
29d90ac9,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by <*> ****,57
844dfb7a,"VDCAssistant: Found a camera (<*>) , but was not able to start it up (<*> -- (<*>) successful)",56
da7ac207,[IOBluetoothHostController::setConfigState] calling registerService,57
52ee7bdc,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****,57
a5f756d3,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****,57
c17f6d5d,INIT -- Host controller is published,114
9402eab2,hciControllerOnline; HID devices? <*>,57
f2924178,hostControllerOnline - Number of Paired devices = <*> List of Paired devices = (,57
69a64bd2,CoreAnimation: timed out fence <*>,6
c2b4de18,vm_compressor_fastwake_warmup (<*> - <*>) - starting,6
cb8d5eeb,<*> : Discoverable mode changed to Contacts Only,105
9076fe20,"[<*>] [Sync report for calendar home iCloud, failed with error Error Domain=<*> Code=-<*> <*> UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, <*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, <*>}]",12
e961674a,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>] to failed operations.],56
c420fc53,"<*>, <*> [LogMessageLogging]: [aid-types_12000] - Request to send LogMessages of count (<*>) failed with Error: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",2
250445eb,"<*>, <*> [LogMessageLogging]: [aid-types_14000] - Request to send LogMessages of count (<*>) failed with Error: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",3
26f4311f,"DB Error: <*> ""no such table: <*>""",24
86831940,"DB Query: select * from <*> where flag = <*> and type != <*> and bubbleid > <*> order by time desc, msgRelatedFlag asc, msgId desc limit <*>",24
98048e25,DB Path: <*>,24
49a3bab2,Internal name did not resolve to internal address!,12
d3ba5970,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.,679
4d69df78,Error returned from iconservicesagent: (null),679
86450c77,Invalid Connection ID <*>,15
