EventId,EventTemplate,Occurrences
0bdb50fc,inconsistent nodesets <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok> <*> <ok>,1
7b83d3f0,warning,49741
7e85bcb6,critical,4629
fea08751,normal,45818
28a9ef59,ambient=<*>,54739
878838c0,boot (command <*>) Error: Unknown We failed to determine the state of this node,94
6c9ec50a,halt (command <*>) Error: timeout waiting for SRM prompt,9
2f3b3008,boot (command <*>) Error: Console-Busy Port already in use,11
9050ee25,Linkerror event interval expired,84894
9520cfe2,clusterAddMember (command <*>) Error: cluster_add_member failed unexpectedly\ check /cluster/admin/cluster_add_member.log: <ABORT code errored: kill: <*>: no such process>,1
7eff77c0,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,5
f2a96abc,risBoot (command <*>) Error: failed to RIS boot: <ABORT code completed>,3
6da99430,bootGenvmunix (command <*>) Error: Timeout waiting for system to come up: <ABORT code completed>,3
bebe6d7b,member_delete (command <*>) Error: <*> is NOT a member of cluster node-D3,1
8f009ee4,member_delete (command <*>) Error: <*> is NOT a member of cluster node-D6,1
a84ecf37,bootGenvmunix (command <*>) Error: node returned to srm while booting: <ABORT code completed>,1
b1f962e3,boot (command <*>) Error: HALT asserted\ cannot continue,167
df639fd3,boot (command <*>) Error: timeout waiting for Loading LMF licenses,23
b38fa951,boot (command <*>) Error: timeout while booting.,3
8c1777d1,boot (command <*>) Error: node went to SRM while trying to boot,25
af97b31f,haltcluster (command <*>) Error: timeout waiting for SRM prompts,8
0ed0c914,Command Cancelled - cluster would lose quorum,1
bfc79f6a,halt (command <*>) Error: Couldn\047t Connect to console (state = <*>),98
29e37d25,clusterAddMember (command <*>) Error: Cannot run clusterAddMember\ because <*> connection state is REFUSED and needs to be SRM,3
40527fe9,boot (command <*>) Error: node went to SRM while booting,7
6eff2f7f,haltcluster (command <*>) Error: haltcluster: bad spawn id,6
df497127,member_delete (command <*>) Error: node is up according to cluster_get_info,1
551adf73,link errors remain current,13645
fd606a8b,boot (command <*>) Error: System could not find kernel,3
529ccf6b,wait (command <*>) Error: Unknown We failed to determine the state of this node,1
6a00db1a,boot (command <*>) Error: CMF-Port This node\047s port is not connected,1
857e2bf1,wait (command <*>) Error: Console-Busy Port already in use,1
1257c799,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,23121
b7bb20db,Component State Change: Component <*> is in the available state (HWID=<*>),2869
