EventId,EventTemplate,Occurrences
fe6b9d18,getLastSyncDBTime= -<*>,5
e07dafec,userInfo changed detail,5
53ff7617,getDiffTotalCalories,5
7ff3b1fc,getDiffTotalCalories= <*>,5
a70937a1,getDiffTotalAltitude= <*>,5
bcfc9615,getIntercepterDistance from Prefence success and intercepterDistanceStr= <*>,5
16d1d82a,registerDynamicBroadcastReceiver,20
91c1a59c,readXmlIfSupportEX,9
c042318f,policy=<*>:/system/emui/china:/vendor/etc:/odm/etc:/product/etc:/hw_odm:/hw_oem:/data/cust:/version/region_comm/china:/cust_spec,5
20c4a566,<*> enter...,29
1e2cca1a,"support extand step counter!,return true",9
80042fae,readXmlIfSupportEX result=<*>,9
6e47c65f,getMidWareCache result=<*>,5
9feaaa88,"supportPrivateStandStepcounter=<*>,supportStandStepCounter=<*>",9
15fd6a5a,setDeviceClassType=<*>,9
ea9a7c5f,initStepCounter : deviceType <*>,5
f491d814,getStepsNotificationShowStatus,5
0cd2ab88,getMidWareStepCountService: pkgName = <*> service = <*>,15
950911f0,getGoalNotificationShowStatus,5
3ae1b69f,setGoalNotificationShowStatus=<*>,5
f1ecae27,getMidWareStepCountService: isSystemApp = <*>,15
79bef4a6,initExtendStepCounter <*>,5
42fd1467,getWriteDBLastDataMinute,5
69ab3663,getWriteDBLastDataMinute= <*>,5
846b120c,context=<*>,5
73b68b47,SystemClock.elapsedRealtime(): <*>,5
0905fa41,the first init <*>,5
22fa9d2b,target init: target10000,5
133bfbb1,getARDebugConfig,5
d7bb8bc7,setActionRestartSensorAlarm=<*>,5
41db5583,onStartCommand Intent { cmp=<*>.manager.DaemonService },5
94112f5f,MyServiceConn connect <*>,5
cc5615c5,setStepCounterStatus=<*>,5
40fe0956,start compare with midware counter,5
f9d0ac78,startStepCounterInter mStandStepCounter = <*>,5
123e891c,getMidWareCache mRemote=<*>,5
a94e6269,MyGetDetailDataCallback onResult bundle == <*>,5
6a318824,startStepCounterInter stand,5
754c1ca1,registerLogCallback <*>,5
ce8726f5,registerLogCallback <*> cb:<*>,5
a032e834,onCreate(),5
12f0e7ae,initSyncModel current SyncModel is <*>,5
7d503f13,onBind intent = <*> { act=<*> pkg=<*> },5
d53f3580,moveOldData(),5
524797ca,initBinder() app = <*> packageName = <*>,10
856373ff,getStringHuid() who is <*>,68
1e4798c0,setGoalNotifiShownRecord <*> true,4
99a51c1a,startNotification...,4
f829716b,createHealthNotification(),4
72b39ce7,upDateHealthNotification()|<*>,4
f13f8e51,rebuild notification,4
5240a25e,checkSportDataNum setp and calories is too less,39
773eed6d,initDiffCaloriesfromFile mCaloriesDiff=<*>,1
63cc42a5,initDiffAltitude from File mAltitudeDiff=<*>,1
07ecc3c5,initTrackDistancefromFile from File mTrackDistance=<*>,1
8734c559,insert conflict event timeBegin <*> timeEnd <*>,1
9d2ebb3d,setFirstStartDaemonFromUI success: true,1
9fbba67b,onStartCommand Intent { pkg=<*> cmp=<*>.manager.DaemonService (has extras) },1
3c85de0c,subscribeHiHealthData() checkAppType <*> appID = <*>,3
81a6b4e5,aggregateHiHealthDataEx() checkAppType <*> appID = <*>,21
18baacc9,fetchPhoneDataClient,1
7fb5264b,getUserPreference key = <*>,9
63a07512,aggregateHiHealthData() checkAppType <*> appID = <*> id = <*> time= <*>,21
41f50f22,readHiHealthData() checkAppType <*> appID = <*> id = <*> time = <*>,27
aecb3931,"aggregateHiHealthData aggregateOption is HiAggregateOption{startTime=<*>, endTime=<*>, type=[<*>, <*>], alignType=<*>, aggregateType=<*>, groupUnitType=<*>}",5
9cd83e4a,"readHiHealthData() readOption = <*>{startTime=<*>, endTime=<*>, type=[<*>, <*>], count = <*> sortOrder=<*>, readType=<*>, alignType=<*>}",4
ffce70bc,"aggregateHiHealthData aggregateOption is HiAggregateOption{startTime=<*>, endTime=<*>, type=[<*>, <*> <*>], alignType=<*>, aggregateType=<*>, groupUnitType=<*>}",13
6ff5bca8,aggregateHiHealthData() time = <*> totalTime = <*>,21
60e81ef7,readHiHealthData() end time = <*> totalTime = <*>,27
057cc7fc,"readHiHealthData() readOption = <*>{startTime=<*>, endTime=<*>, type=[<*>], count = <*> sortOrder=<*>, readType=<*>, alignType=<*>}",23
800a3738,"fetchDataSourceByType type = <*>,timeInterval = <*>{startTime=<*>, endTime=<*>, timeZone=<*>}",7
1801eb11,"getHealthClientListByTime() dataClientIDs is null timeInterval = <*>{startTime=<*>, endTime=<*>, timeZone=<*>}",7
d691991d,"aggregateHiHealthData aggregateOption is HiAggregateOption{startTime=-<*>, endTime=<*>, type=[<*>, <*> <*>], alignType=<*>, aggregateType=<*>, groupUnitType=<*>}",3
